age,bmi,daily_income_inr,children,smoker_tobacco,occupation,tier_city,recommended_policy
43,25.1,500,2,Yes,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
37,20.1,1422,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,20.0,687,2,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
44,25.1,1329,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
29,19.2,1204,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
24,22.1,676,3,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
20,25.8,1345,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
27,20.6,1300,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
51,29.6,1335,2,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
42,28.3,1060,0,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
52,18.5,1008,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
33,20.7,717,0,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
19,16.0,1420,0,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
41,21.3,1321,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
27,26.7,658,2,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
55,22.6,429,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
39,25.6,1391,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
43,18.7,207,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
56,26.8,1395,3,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
44,22.1,394,1,Yes,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
46,24.0,1492,1,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
55,23.7,1242,3,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
37,19.5,553,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
44,20.0,1272,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
58,27.4,663,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
37,25.4,555,3,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
36,27.7,1049,2,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
37,25.1,1173,1,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
52,24.5,1381,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
19,18.0,265,0,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
47,23.1,1058,1,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
51,23.9,770,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
39,30.8,507,1,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
20,26.4,982,1,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
23,29.4,320,0,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
32,26.1,965,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
44,21.5,972,3,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
27,24.4,295,3,Yes,Small Shopkeeper,Rural,PMJJBY (Life Cover - ₹436/year)
26,24.8,1337,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
50,20.7,1186,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
49,22.7,739,2,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
23,23.3,201,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,29.6,1435,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
53,16.7,779,1,Yes,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
19,28.2,532,0,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
46,20.7,1247,2,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
21,19.2,941,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
18,28.1,705,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,26.6,1199,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
43,28.4,1399,1,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
42,26.8,932,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
27,31.2,713,3,Yes,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
32,26.0,1094,2,Yes,Delivery Partner (Gig Worker),Tier-2,PMJJBY (Life Cover - ₹436/year)
39,23.5,560,3,Yes,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
38,25.2,473,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
39,28.4,376,2,No,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
53,21.3,1487,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
51,21.7,1409,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
47,22.9,726,2,No,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
42,16.6,1112,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
45,24.5,478,2,No,Delivery Partner (Gig Worker),Tier-1,Micro-Endowment (Chota Bachat)
18,17.4,905,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
21,24.2,1421,0,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
24,27.0,263,2,Yes,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
26,22.3,489,1,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
53,29.9,217,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
36,18.9,263,1,No,Small Shopkeeper,Rural,PMJJBY (Life Cover - ₹436/year)
18,28.2,529,3,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
27,26.4,962,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,18.0,1240,0,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
26,33.5,642,0,No,Security Guard,Tier-1,PMSBY (Accidental Cover - ₹20/year)
59,23.8,340,0,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
49,20.9,643,3,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
49,19.1,695,0,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
23,23.2,625,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
55,23.6,1468,1,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
34,24.4,649,0,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
27,23.0,550,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
44,26.2,798,3,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
52,22.6,910,1,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
38,17.2,1069,2,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
42,23.5,1384,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,15.7,1363,3,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
32,25.2,592,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
21,20.6,1041,3,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
46,24.6,600,1,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
26,28.6,249,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
44,20.7,943,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
43,27.7,1105,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
36,22.5,1235,1,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
45,30.1,1190,2,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
34,22.7,1238,3,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
58,21.1,227,1,Yes,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
59,26.4,587,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
37,22.5,1032,1,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
57,21.1,449,1,Yes,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
56,22.3,297,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
40,23.8,1262,0,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
49,28.7,1261,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
50,17.2,378,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
22,24.1,1091,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
51,26.2,949,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
57,24.7,1387,1,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
28,28.6,652,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
20,23.7,296,1,No,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
50,23.4,508,2,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
28,26.1,461,0,No,Small Shopkeeper,Rural,PMJJBY (Life Cover - ₹436/year)
33,24.3,492,3,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
35,22.6,448,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
47,25.8,444,2,Yes,Small Shopkeeper,Rural,PMJJBY (Life Cover - ₹436/year)
27,21.7,450,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
35,21.9,322,0,Yes,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
55,22.2,524,1,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
36,28.7,1185,0,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
53,12.7,700,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
30,25.4,886,0,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
20,24.1,1289,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
27,18.1,1035,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
55,25.1,258,1,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
18,25.7,930,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
44,26.1,465,0,No,Auto/Taxi Driver,Tier-1,Micro-Endowment (Chota Bachat)
25,14.7,435,0,Yes,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
59,28.8,1097,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
34,21.4,417,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
26,26.4,1174,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
23,26.6,788,0,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
42,20.9,1116,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
56,26.3,1117,2,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
45,22.7,1333,2,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
50,16.8,552,0,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
54,28.1,290,3,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
26,21.3,901,2,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
35,21.0,272,1,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
38,22.6,884,2,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
19,25.0,921,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
55,23.8,1421,1,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
57,25.9,1157,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
53,19.3,1255,0,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
54,21.4,847,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
32,23.6,959,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
45,30.6,1070,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
35,23.6,342,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
51,27.8,1148,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
39,24.1,243,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
28,22.3,231,2,Yes,Farmer (Kisan),Rural,Micro-Endowment (Chota Bachat)
30,23.1,227,3,Yes,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
21,23.4,1219,1,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
39,26.1,622,0,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
24,28.8,690,0,Yes,Delivery Partner (Gig Worker),Tier-1,Saral Jeevan Bima (Standard Term)
41,25.3,359,0,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
21,28.2,1044,3,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
45,20.6,1430,0,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
32,22.5,217,1,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
18,21.5,1326,3,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
20,25.1,871,2,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
31,22.7,431,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
55,26.6,623,3,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
18,20.7,1103,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
55,24.2,954,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
55,26.4,1036,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
38,16.8,1093,2,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
46,31.4,438,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
22,23.0,348,3,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
27,16.9,822,3,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
45,24.6,216,1,Yes,Daily Wage Laborer (MNREGA),Rural,Micro-Endowment (Chota Bachat)
38,24.1,1113,1,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
24,23.7,425,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
20,27.5,851,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
37,26.6,459,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
36,25.0,873,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
52,25.6,373,3,Yes,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
21,23.6,404,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
22,30.2,614,0,No,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
18,18.8,1376,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
21,24.5,1326,0,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
29,24.2,991,3,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
44,26.8,1288,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
59,21.0,1340,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
40,17.9,1379,0,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
42,24.5,1305,0,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
38,25.0,717,1,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
41,29.2,1290,1,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
42,19.6,1461,1,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
49,28.0,1178,2,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
49,32.3,1209,1,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
22,22.7,789,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
53,19.5,266,2,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
59,22.6,1399,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
59,24.0,883,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
56,26.0,1478,1,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
33,21.9,262,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
50,29.4,1013,2,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
38,20.1,602,3,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
26,17.9,391,0,Yes,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
23,27.9,270,1,Yes,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
52,16.0,1077,2,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
56,23.3,940,3,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
39,34.9,1145,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,24.0,1286,0,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
22,20.1,444,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
59,23.8,718,3,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
40,23.8,592,2,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
34,24.6,971,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
29,26.3,1400,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
40,20.4,1427,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
33,29.9,1110,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
20,24.9,1351,3,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
47,26.5,1418,0,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
39,21.8,1417,2,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
26,28.5,383,1,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
46,23.1,446,1,Yes,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
54,25.0,523,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
40,20.7,359,0,No,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
30,20.5,905,0,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
49,26.4,821,0,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
40,22.4,1124,0,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
34,21.0,265,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,21.7,1129,3,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
38,26.4,453,1,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
19,21.8,482,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,23.6,1283,1,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
23,24.1,317,3,Yes,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
35,17.3,622,2,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
47,18.9,755,0,No,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
39,25.2,235,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
50,21.4,730,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
47,27.7,290,0,No,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
34,27.4,1440,2,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
49,26.5,297,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
59,30.4,730,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
31,23.7,737,2,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
27,26.3,1251,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
53,22.0,1446,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
51,32.6,279,1,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
26,30.9,762,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
59,24.0,813,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,25.4,375,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
28,28.8,721,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
31,23.5,622,3,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
56,21.7,1323,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,27.1,775,2,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
32,24.3,730,0,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
45,24.6,531,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
41,21.1,852,3,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
25,18.0,939,3,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
26,24.8,1312,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
50,27.2,710,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
50,23.2,241,2,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
36,29.0,1084,2,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
20,21.5,280,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
27,20.3,601,2,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
57,23.8,306,2,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
59,23.7,1334,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
18,26.7,1437,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
46,21.3,705,2,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
51,28.8,1344,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
30,30.9,1357,3,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
18,23.9,919,2,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
51,28.4,456,1,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
46,20.3,1153,1,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
30,27.8,1403,2,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
46,27.7,1132,1,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
56,27.0,1271,3,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
41,23.9,1096,0,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
43,13.7,218,2,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
34,21.8,1269,3,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
24,21.8,650,0,Yes,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
30,20.6,1097,1,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
22,24.4,1279,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
43,22.5,940,1,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
20,21.1,1315,1,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
24,20.3,281,3,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
